pl,player,games,minutes,points,m2,a2,per2,m3,a3,per3,mfg,afg,perfg,mft,aft,perft,dr,or,tr,as,st,to,bs,pf,ef,plusminus,dbl
115,"MORLEY Z. (SF)
ALBA BERLIN",32,795:09:00,264,72,130,55.40%,19,57,33.30%,91,187,48.70%,63,74,85.10%,127,43,170,57,32,35,19,90,400,120,0
125,"MCCRAY D. (PG)
Telekom Baskets Bonn",34,558:40:00,261,64,124,51.60%,26,73,35.60%,90,197,45.70%,55,79,69.60%,47,9,56,44,18,50,2,86,200,-58,0
112,"CURRY S. (PG)
LTi GIESSEN 46ers",31,744:29:00,259,57,112,50.90%,34,104,32.70%,91,216,42.10%,43,54,79.60%,47,18,65,54,27,54,0,69,215,-360,0
113,"CURRY S. (PG)
LTi GIESSEN 46ers",31,744:29:00,259,57,112,50.90%,34,104,32.70%,91,216,42.10%,43,54,79.60%,47,18,65,54,27,54,0,69,215,-360,0
128,"JOYCE D. (PG)
EWE Baskets Oldenburg",34,864:52:00,258,51,119,42.90%,44,94,46.80%,95,213,44.60%,24,32,75.00%,68,9,77,134,19,62,1,94,301,215,0
118,"BUCKNOR J. (SF)
TBB Trier",32,573:35:00,255,63,113,55.80%,26,77,33.80%,89,190,46.80%,51,67,76.10%,76,19,95,34,16,36,12,76,259,-44,0
129,"BERNARD W. (SG)
Neckar RIESEN Ludwigsburg",34,896:16:00,254,41,93,44.10%,43,124,34.70%,84,217,38.70%,43,51,84.30%,49,24,73,65,53,37,1,102,268,-42,0
130,"MCINTOSH L. (SG)
s.Oliver Baskets",34,728:02:00,254,60,135,44.40%,36,106,34.00%,96,241,39.80%,26,32,81.30%,48,7,55,45,20,42,3,99,184,-14,0
134,"JETER L. (PG)
ratiopharm ulm",34,604:33:00,253,57,102,55.90%,33,106,31.10%,90,208,43.30%,40,55,72.70%,59,8,67,86,25,48,2,74,252,109,0
136,"GREGORY D. (PF)
Phoenix Hagen",34,875:16:00,252,106,192,55.20%,0,2,0.00%,106,194,54.60%,40,66,60.60%,130,67,197,26,23,30,60,106,414,-24,1
20,"TAYLOR K. (PG)
Neckar RIESEN Ludwigsburg",19,552:48:00,251,67,156,42.90%,20,66,30.30%,87,222,39.20%,57,64,89.10%,36,3,39,64,15,46,0,29,181,-143,0
127,"BOATENG E. (C)
New Yorker Phantoms Braunschweig",32,675:28:00,244,104,167,62.30%,0,0,0.00%,104,167,62.30%,36,66,54.60%,113,75,188,14,16,57,18,104,330,-44,2
138,"PANTELIC D. (C)
Mitteldeutscher BC",34,764:06:00,244,75,127,59.10%,13,51,25.50%,88,178,49.40%,55,80,68.80%,115,52,167,37,23,38,48,96,366,-8,2
139,"SCHWETHELM P. (SF)
ratiopharm ulm",34,786:03:00,243,39,68,57.40%,40,98,40.80%,79,166,47.60%,45,58,77.60%,64,33,97,41,27,25,4,58,287,151,0
61,"MCKINNEY J. (SG)
s.Oliver Baskets",22,674:13:00,241,32,82,39.00%,45,121,37.20%,77,203,37.90%,42,51,82.40%,49,12,61,33,19,28,1,42,192,34,0
142,"KING A. (SF)
s.Oliver Baskets",34,772:59:00,237,42,87,48.30%,37,121,30.60%,79,208,38.00%,42,60,70.00%,115,27,142,51,29,47,7,60,272,-75,1
143,"THEIS D. (C)
ratiopharm ulm",34,566:38:00,236,64,125,51.20%,14,37,37.80%,78,162,48.20%,66,88,75.00%,118,40,158,25,15,35,25,80,318,108,2
146,"SMEULDERS R. (C)
EWE Baskets Oldenburg",34,586:04:00,235,82,143,57.30%,4,15,26.70%,86,158,54.40%,59,85,69.40%,81,47,128,19,6,26,6,73,270,129,0
122,"JAGLA J. (PF)
FC Bayern München",30,494:33:00,233,49,101,48.50%,34,90,37.80%,83,191,43.50%,33,41,80.50%,78,45,123,22,16,23,20,53,275,132,0
116,"ZAZAI A. (PG)
LTi GIESSEN 46ers",28,647:47:00,229,43,100,43.00%,24,44,54.60%,67,144,46.50%,71,94,75.50%,46,5,51,91,24,60,0,67,235,-310,0
145,"LODWICK A. (SF)
Phoenix Hagen",33,594:54:00,228,40,76,52.60%,38,102,37.30%,78,178,43.80%,34,48,70.80%,70,34,104,13,9,26,5,90,219,-51,0
153,"WALESZKOWSKI K. (C)
Eisbären Bremerhaven",34,546:43:00,228,78,138,56.50%,12,34,35.30%,90,172,52.30%,36,45,80.00%,90,41,131,19,10,17,6,80,286,-41,0
148,"ROBERTS L. (PF)
FC Bayern München",33,616:45:00,227,76,150,50.70%,8,37,21.60%,84,187,44.90%,51,99,51.50%,131,69,200,30,22,46,15,72,297,111,3
28,"PROWELL L. (PF)
LTi GIESSEN 46ers",18,481:53:00,224,59,96,61.50%,26,50,52.00%,85,146,58.20%,28,31,90.30%,54,18,72,23,9,33,14,59,245,-92,0
29,"PROWELL L. (PF)
LTi GIESSEN 46ers",18,481:53:00,224,59,96,61.50%,26,50,52.00%,85,146,58.20%,28,31,90.30%,54,18,72,23,9,33,14,59,245,-92,0
90,"HAMILTON K. (PG)
BBC Bayreuth",23,657:04:00,219,53,113,46.90%,29,85,34.10%,82,198,41.40%,26,36,72.20%,66,15,81,100,37,64,3,58,250,-90,0
159,"WACHALSKI S. (PF)
Mitteldeutscher BC",34,649:11:00,210,41,90,45.60%,23,88,26.10%,64,178,36.00%,59,68,86.80%,67,29,96,21,17,30,8,55,199,-149,0
31,"MCLEAN J. ()
Telekom Baskets Bonn",17,421:20:00,208,62,105,59.00%,0,2,0.00%,62,107,57.90%,84,122,68.90%,60,37,97,22,16,18,8,48,250,65,2
160,"HOWELL J. (PG)
TBB Trier",34,853:24:00,208,30,86,34.90%,40,99,40.40%,70,185,37.80%,28,41,68.30%,62,11,73,91,29,55,1,93,219,99,0
157,"CHIKOKO V. (PF)
TBB Trier",33,515:14:00,206,84,138,60.90%,1,2,50.00%,85,140,60.70%,35,57,61.40%,62,35,97,17,7,40,31,86,241,-52,0
165,"STRASSER J. (PG)
Artland Dragons",34,795:38:00,205,26,59,44.10%,41,100,41.00%,67,159,42.10%,30,37,81.10%,75,18,93,63,16,39,1,83,240,0,0
84,"ANDERSON J. (PG)
New Yorker Phantoms Braunschweig",21,517:18:00,203,42,94,44.70%,29,69,42.00%,71,163,43.60%,32,35,91.40%,34,10,44,51,5,30,1,30,179,-15,0
80,"GIPSON S. (SG)
Brose Baskets",20,444:04:00,201,43,91,47.30%,25,64,39.10%,68,155,43.90%,40,44,90.90%,30,1,31,44,8,30,0,39,163,87,0
154,"WYSOCKI K. (SF)
EWE Baskets Oldenburg",31,543:16:00,201,51,86,59.30%,19,64,29.70%,70,150,46.70%,42,55,76.40%,81,24,105,29,20,31,5,68,236,85,1
124,"HARRIS A. (SG)
Eisbären Bremerhaven",26,629:16:00,200,44,111,39.60%,16,49,32.70%,60,160,37.50%,64,81,79.00%,39,20,59,49,18,37,1,60,173,-44,0
135,"WYRICK B. (SF)
BBC Bayreuth",26,676:04:00,193,41,100,41.00%,33,94,35.10%,74,194,38.10%,12,20,60.00%,53,31,84,28,13,27,3,68,166,-70,0
40,"ROBINSON D. (PG)
FRAPORT SKYLINERS",16,355:44:00,192,50,97,51.50%,13,33,39.40%,63,130,48.50%,53,66,80.30%,20,6,26,22,9,29,0,25,140,1,0
126,"ELLIOTT I. (PF)
Neckar RIESEN Ludwigsburg",25,664:02:00,192,41,88,46.60%,30,90,33.30%,71,178,39.90%,20,31,64.50%,88,38,126,25,23,24,6,65,230,-46,1
172,"NEUMANN P. (C)
Brose Baskets",33,439:21:00,191,66,106,62.30%,0,0,0.00%,66,106,62.30%,59,84,70.20%,66,44,110,15,7,32,13,63,239,92,1
156,"HEYDEN P. (C)
Mitteldeutscher BC",30,483:13:00,190,69,132,52.30%,0,3,0.00%,69,135,51.10%,52,65,80.00%,63,38,101,15,7,31,18,72,221,-54,1
169,"WOHLFARTH-BOTTERMANN J. (C)
Telekom Baskets Bonn",32,466:11:00,189,70,109,64.20%,0,0,0.00%,70,109,64.20%,49,101,48.50%,62,52,114,13,7,33,41,88,240,22,1
176,"SCHMITZ S. (PG)
BBC Bayreuth",34,543:47:00,187,15,55,27.30%,39,105,37.10%,54,160,33.80%,40,52,76.90%,28,7,35,38,8,25,1,69,126,-48,0
103,"PIGRAM C. (PG)
New Yorker Phantoms Braunschweig",21,430:43:00,185,40,78,51.30%,29,85,34.10%,69,163,42.30%,18,22,81.80%,28,5,33,50,14,38,0,31,146,-40,0
104,"PIGRAM C. (PG)
New Yorker Phantoms Braunschweig",21,430:43:00,185,40,78,51.30%,29,85,34.10%,69,163,42.30%,18,22,81.80%,28,5,33,50,14,38,0,31,146,-40,0
179,"SCHWARZ M. (SG)
Mitteldeutscher BC",34,524:35:00,182,6,14,42.90%,53,137,38.70%,59,151,39.10%,11,13,84.60%,30,6,36,23,7,16,0,51,138,-81,0
121,"NANKIVIL K. (PF)
ratiopharm ulm",23,515:13:00,181,44,80,55.00%,22,72,30.60%,66,152,43.40%,27,32,84.40%,75,25,100,22,8,17,9,45,212,112,1
163,"GIBSON D. (PG)
FRAPORT SKYLINERS",29,625:32:00,177,45,99,45.50%,10,40,25.00%,55,139,39.60%,57,92,62.00%,48,18,66,92,34,53,5,71,202,29,0
178,"HALPERIN Y. (SG)
FC Bayern München",33,696:12:00,177,38,59,64.40%,24,80,30.00%,62,139,44.60%,29,36,80.60%,52,13,65,81,42,24,1,46,258,147,0
166,"WELLS C. (PG)
WALTER Tigers Tübingen",29,576:03:00,173,56,130,43.10%,6,19,31.60%,62,149,41.60%,43,52,82.70%,48,9,57,46,23,39,4,55,168,-117,0
183,"HAMANN S. (PG)
FC Bayern München",34,597:33:00,172,43,78,55.10%,7,35,20.00%,50,113,44.30%,65,84,77.40%,55,3,58,103,22,54,2,78,221,48,0
186,"FAßLER O. (SG)
LTi GIESSEN 46ers",34,826:34:00,168,45,111,40.50%,18,65,27.70%,63,176,35.80%,24,46,52.20%,54,19,73,62,14,57,1,49,126,-453,0
182,"SCHNEIDERS N. (C)
New Yorker Phantoms Braunschweig",33,413:59:00,167,64,95,67.40%,0,0,0.00%,64,95,67.40%,39,64,60.90%,46,44,90,3,9,25,27,80,215,-70,1
167,"BüCHERT A. (C)
LTi GIESSEN 46ers",28,420:55:00,166,65,132,49.20%,0,0,0.00%,65,132,49.20%,36,66,54.60%,55,39,94,7,11,40,17,51,158,-262,0
108,"DOWELL D. (PF)
FRAPORT SKYLINERS",19,490:05:00,165,23,43,53.50%,32,79,40.50%,55,122,45.10%,23,43,53.50%,53,18,71,18,14,26,12,55,167,-35,1
175,"SPOHR D. (SF)
LTi GIESSEN 46ers",30,542:19:00,165,25,57,43.90%,28,78,35.90%,53,135,39.30%,31,41,75.60%,50,13,63,18,8,31,0,60,131,-378,0
123,"FOSTER J. (SG)
ALBA BERLIN",21,561:52:00,163,33,89,37.10%,24,78,30.80%,57,167,34.10%,25,33,75.80%,45,11,56,44,19,22,1,53,143,-81,0
17,"SCOTT T. (SG)
FRAPORT SKYLINERS",12,316:23:00,162,36,73,49.30%,24,75,32.00%,60,148,40.50%,18,22,81.80%,19,7,26,17,4,22,0,22,95,-30,0
58,"COLEMAN E. (PF)
Neckar RIESEN Ludwigsburg",14,311:07:00,154,63,102,61.80%,0,1,0.00%,63,103,61.20%,28,39,71.80%,66,23,89,14,6,22,6,45,196,-36,1
162,"LITTLE J. (SG)
s.Oliver Baskets",25,631:44:00,153,38,92,41.30%,18,51,35.30%,56,143,39.20%,23,32,71.90%,61,17,78,36,25,57,2,79,141,88,0
188,"KULAWICK R. (SG)
New Yorker Phantoms Braunschweig",33,460:48:00,153,5,15,33.30%,42,115,36.50%,47,130,36.20%,17,21,81.00%,36,5,41,17,11,14,0,61,121,-86,0
164,"MCNAUGHTON C. (C)
s.Oliver Baskets",24,382:27:00,145,54,100,54.00%,0,0,0.00%,54,100,54.00%,37,58,63.80%,43,33,76,7,9,32,8,65,146,-6,0
21,"MITCHELL C. (SF)
New Yorker Phantoms Braunschweig",11,252:41:00,144,27,53,50.90%,20,50,40.00%,47,103,45.60%,30,33,90.90%,18,10,28,5,9,21,0,12,106,-24,0
191,"DORETH B. (SG)
TBB Trier",32,579:34:00,141,24,79,30.40%,25,68,36.80%,49,147,33.30%,18,28,64.30%,36,3,39,56,11,38,2,46,103,-121,0
47,"EWING JUNIOR P. (PF)
Telekom Baskets Bonn",12,255:44:00,138,46,84,54.80%,4,32,12.50%,50,116,43.10%,34,40,85.00%,59,14,73,22,4,20,5,38,150,0,2
109,"BARTON L. (SF)
New Yorker Phantoms Braunschweig",16,361:10:00,138,22,45,48.90%,26,72,36.10%,48,117,41.00%,16,19,84.20%,57,21,78,24,15,11,6,25,178,36,2
195,"GRüNHEID G. (PF)
Artland Dragons",33,538:37:00,138,39,73,53.40%,12,31,38.70%,51,104,49.00%,24,45,53.30%,77,24,101,40,27,41,11,78,202,-15,0
